templateCode,sourceId,title,issueCount,failCount,reviewCount,primaryLane,risk,keepDeferred,BAD_LABEL,UI_VISIBLE_BAD_METADATA,GENERIC_FIELD_CANONICALIZATION,RAW_PATTERN_DOMAIN_MISMATCH,SOURCE_MISMATCH,SHOULD_BE_READONLY,REQUIRED_SUSPICIOUS,COMPILED_DRIFT,REMEDIATION_LEAK,WEAK_EVIDENCE_AUTO_LOCKED,nextAction
BM-104,BM-104__6d6f5903cad3,quyết định gia hạn thời hạn điều tra VAHS,3,0,3,PATH_DOMAIN_BINDING,HIGH,false,0,0,0,0,2,1,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-105,BM-105__c83181e6b64b,QĐ không gia hạn thời hạn điều tra VAHS,6,6,0,PATH_DOMAIN_BINDING,HIGH,false,3,0,3,0,0,0,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-106,BM-106__7f44c9dd261a,Yêu cầu truy nã bị can,18,18,0,PATH_DOMAIN_BINDING,HIGH,false,9,0,9,0,0,0,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-107,BM-107__9b3379af7cfe,QĐ huỷ bỏ QĐ tạm đình chỉ điều tra VAHS,4,4,0,PATH_DOMAIN_BINDING,HIGH,false,2,0,2,0,0,0,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-108,BM-108__baea4e0f603e,QĐ huỷ bỏ QĐ tạm đình chỉ điều tra bị can,8,8,0,PATH_DOMAIN_BINDING,HIGH,false,4,0,4,0,0,0,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-109,BM-109__0fe502079a3e,QĐ huỷ bỏ QĐ tạm đình chỉ điều tra VAHS đối với bị can,8,8,0,PATH_DOMAIN_BINDING,HIGH,false,4,0,4,0,0,0,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-110,BM-110__a1f991fed29c,QĐ huỷ bỏ QĐ đình chỉ điều tra VAHS,4,4,0,PATH_DOMAIN_BINDING,HIGH,false,2,0,2,0,0,0,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-111,BM-111__33851c577165,QĐ huỷ bỏ QĐ đình chỉ điều tra bị can,6,6,0,PATH_DOMAIN_BINDING,HIGH,false,3,0,3,0,0,0,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-112,BM-112__109c846bbe17,QĐ huỷ bỏ QĐ đình chỉ điều tra VAHS đối với bị can,8,8,0,PATH_DOMAIN_BINDING,HIGH,false,4,0,4,0,0,0,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-113,BM-113__2651c6185250,Yêu cầu phục hồi điều tra VAHS,8,8,0,PATH_DOMAIN_BINDING,HIGH,false,4,0,4,0,0,0,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-114,BM-114__84cec283ce1b,Yêu cầu phục hồi điều tra bị can,10,10,0,PATH_DOMAIN_BINDING,HIGH,false,5,0,5,0,0,0,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-115,BM-115__94659bf76001,Yêu cầu phục hồi điều tra VAHS đối với bị can,10,10,0,PATH_DOMAIN_BINDING,HIGH,false,5,0,5,0,0,0,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-116,BM-116__23c45f530ed1,QĐ phục hồi điều tra vụ án hình sự,6,6,0,PATH_DOMAIN_BINDING,HIGH,false,3,0,3,0,0,0,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-117,BM-117__c9531f5e460e,QĐ phục hồi điều tra bị can,21,20,1,PATH_DOMAIN_BINDING,HIGH,false,10,0,10,0,1,0,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-118,BM-118__7d13f5eae86d,QĐ phục hồi điều tra VA đối với bị can,21,20,1,PATH_DOMAIN_BINDING,HIGH,false,10,0,10,0,1,0,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-119,BM-119__bb054433cbac,QĐ phê chuẩn Lệnh khám xét,8,8,0,PATH_DOMAIN_BINDING,HIGH,false,4,0,4,0,0,0,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-120,BM-120__e702d429a0f3,QĐ không phê chuẩn Lệnh khám xét,6,6,0,PATH_DOMAIN_BINDING,HIGH,false,3,0,3,0,0,0,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-121,BM-121__a7983088c6ec,"QĐ phê chuẩn Lệnh thu giữ thư tín, điện tín, bưu kiện, bưu phẩm",4,4,0,PATH_DOMAIN_BINDING,HIGH,false,2,0,2,0,0,0,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-122,BM-122__c6efcf63e36a,"QĐ không phê chuẩn Lệnh thu giữ thư tín, điện tín, bưu kiện, bưu phẩm",2,2,0,PATH_DOMAIN_BINDING,HIGH,false,1,0,1,0,0,0,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-123,BM-123__8aa275f0ac70,QĐ thực nghiệm điều tra,2,2,0,PATH_DOMAIN_BINDING,HIGH,false,1,0,1,0,0,0,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-124,BM-124__1fca98cb2e90,Biên bản thực nghiệm điều tra,0,0,0,VERIFY_ONLY,LOW,false,0,0,0,0,0,0,0,0,0,0,"Keep in verification-only track: contract validate, compile sync, DB sync, and render smoke."
BM-125,BM-125__77ec214513fb,"Thông báo về việc không chấp nhận đề nghị trưng cầu giám định, định giá tài sản",8,8,0,PATH_DOMAIN_BINDING,HIGH,false,4,0,4,0,0,0,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-126,BM-126__2d8c3d38368b,QĐ trưng cầu giám định,20,18,2,PATH_DOMAIN_BINDING,HIGH,false,9,0,9,0,1,0,0,1,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-127,BM-127__582febaeadf0,Yêu cầu định giá tài sản,12,12,0,PATH_DOMAIN_BINDING,HIGH,false,6,0,6,0,0,0,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-128,BM-128__8eab646ee06f,"Thông báo nội dung kết luận giám định, định giá tài sản",11,10,1,PATH_DOMAIN_BINDING,HIGH,false,5,0,5,0,1,0,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-129,BM-129__7fb66a442c28,QĐ trưng cầu giám định bổ sung,12,12,0,PATH_DOMAIN_BINDING,HIGH,false,6,0,6,0,0,0,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-130,BM-130__9a859e843d48,QĐ trưng cầu giám định lại,13,12,1,PATH_DOMAIN_BINDING,HIGH,false,6,0,6,0,1,0,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-131,BM-131__91726e55d979,Yêu cầu định giá lại tài sản,10,10,0,PATH_DOMAIN_BINDING,HIGH,false,5,0,5,0,0,0,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-132,BM-132__670b47f0b235,QĐ định giá lại tài sản trong trường hợp đặc biệt,7,6,1,PATH_DOMAIN_BINDING,HIGH,false,3,0,3,0,1,0,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-133,BM-133__1f7f12f1a249,QĐ giám định lại trong trường hợp đặc biệt,12,10,2,PATH_DOMAIN_BINDING,HIGH,false,5,0,5,0,2,0,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-134,BM-134__7c1e123c01b0,BB ghi lời khai,14,14,0,PATH_DOMAIN_BINDING,HIGH,false,7,0,7,0,0,0,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-135,BM-135__79b31ad7511e,BB hỏi cung bị can,14,14,0,PATH_DOMAIN_BINDING,HIGH,false,7,0,7,0,0,0,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-136,BM-136__f7c2e28ddd12,BB đối chất,28,28,0,PATH_DOMAIN_BINDING,HIGH,false,14,0,14,0,0,0,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-137,BM-137__d2c569c61fb7,Biên bản xác minh-làm việc,10,10,0,PATH_DOMAIN_BINDING,HIGH,false,5,0,5,0,0,0,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-138,BM-138__bf31a1f547b0,"Yêu cầu cung cấp tài liệu liên quan đến hành vi, QĐ tố tụng có vi phạm pháp luật trong điều tra",12,12,0,PATH_DOMAIN_BINDING,HIGH,false,6,0,6,0,0,0,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-139,BM-139__23306e6022bd,"Kiến nghị khắc phục vi phạm trong hoạt động khởi tố, điều tra",4,3,1,SOURCE_POLICY,MEDIUM,false,0,0,0,0,0,0,1,0,0,3,Decide source kind and readonly/required policy; recompile and verify source-kind parity.
BM-140,BM-140__13e1ade15acd,Kiến nghị áp dụng biện pháp phòng ngừa tội phạm và vi phạm pháp luật,8,8,0,PATH_DOMAIN_BINDING,HIGH,false,4,0,4,0,0,0,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-141,BM-141__abc5fb5fb096,QĐ chuyển vụ án để truy tố,0,0,0,VERIFY_ONLY,LOW,false,0,0,0,0,0,0,0,0,0,0,"Keep in verification-only track: contract validate, compile sync, DB sync, and render smoke."
BM-142,BM-142__02d373abb354,Quyết định nhập vụ án hình sự trong giai đoạn truy tố,8,8,0,PATH_DOMAIN_BINDING,HIGH,false,4,0,4,0,0,0,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-143,BM-143__7ad54f65b3a0,Quyết định tách vụ án hình sự trong giai đoạn truy tố,4,4,0,PATH_DOMAIN_BINDING,HIGH,false,2,0,2,0,0,0,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-144,BM-144__720233712d47,QĐ gia hạn thời hạn QĐ việc truy tố,0,0,0,VERIFY_ONLY,LOW,false,0,0,0,0,0,0,0,0,0,0,"Keep in verification-only track: contract validate, compile sync, DB sync, and render smoke."
BM-145,BM-145__fc22267f4a63,QĐ trả hồ sơ vụ án để điều tra bổ sung,3,0,3,PATH_DOMAIN_BINDING,HIGH,false,0,0,0,0,3,0,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-146,BM-146__59e5d7e21119,QĐ tạm đình chỉ vụ án,4,0,4,PATH_DOMAIN_BINDING,HIGH,false,0,0,0,0,4,0,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-147,BM-147__7bf9bc811cad,QĐ huỷ bỏ QĐ tạm đình chỉ vụ án,6,6,0,PATH_DOMAIN_BINDING,HIGH,false,3,0,3,0,0,0,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-148,BM-148__d4d27bb90141,QĐ tạm đình chỉ vụ án đối với bị can,4,0,4,PATH_DOMAIN_BINDING,HIGH,false,0,0,0,0,3,1,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-149,BM-149__3990ac4442f1,QĐ huỷ bỏ QĐ tạm đình chỉ vụ án đối với bị can,10,10,0,PATH_DOMAIN_BINDING,HIGH,false,5,0,5,0,0,0,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-150,BM-150__d19a8665087c,QĐ đình chỉ vụ án,4,0,4,PATH_DOMAIN_BINDING,HIGH,false,0,0,0,0,4,0,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-151,BM-151__d3ead7c40b56,QĐ huỷ bỏ QĐ đình chỉ vụ án,4,4,0,PATH_DOMAIN_BINDING,HIGH,false,2,0,2,0,0,0,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-152,BM-152__d28f03a3f72b,QĐ đình chỉ vụ án đối với bị can,14,14,0,PATH_DOMAIN_BINDING,HIGH,false,7,0,7,0,0,0,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-153,BM-153__829ed04c824a,QĐ huỷ bỏ QĐ đình chỉ vụ án đối với bị can,9,8,1,PATH_DOMAIN_BINDING,HIGH,false,4,0,4,0,1,0,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-154,BM-154__618d13a959ca,QĐ phục hồi vụ án,11,10,1,PATH_DOMAIN_BINDING,HIGH,false,5,0,5,0,1,0,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-155,BM-155__d89766f2092a,QĐ phục hồi vụ án đối với bị can,29,28,1,PATH_DOMAIN_BINDING,HIGH,false,13,2,13,0,1,0,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-156,BM-156__ef438a40e567,Cáo trạng,1,0,1,SOURCE_POLICY,MEDIUM,false,0,0,0,0,0,1,0,0,0,0,Decide source kind and readonly/required policy; recompile and verify source-kind parity.
BM-157,BM-157__a5c6971a69d2,Bản kê vật chứng kèm theo Cáo trạng,2,2,0,PATH_DOMAIN_BINDING,HIGH,false,1,0,1,0,0,0,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-158,BM-158__7a98055a3e9c,Danh sách đề nghị triệu tập đến phiên tòa,4,4,0,PATH_DOMAIN_BINDING,HIGH,false,2,0,2,0,0,0,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-159,BM-159__d95eb7bda8e3,"QĐ phân công VKS cấp dưới THQCT, KS xét xử VAHS",2,0,2,PATH_DOMAIN_BINDING,HIGH,false,0,0,0,0,1,1,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-160,BM-160__2f8e7c014448,Biên bản niêm yết công khai văn bản tố tụng,2,2,0,PATH_DOMAIN_BINDING,HIGH,false,1,0,1,0,0,0,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-161,BM-161__5c910ef4adf5,Phiếu yêu cầu trích xuất,12,12,0,PATH_DOMAIN_BINDING,HIGH,false,6,0,6,0,0,0,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-162,BM-162__6e7e16348066,Giấy mời,8,3,5,REMEDIATION_LEAK,HIGH,false,1,1,1,0,0,0,4,0,1,0,Inspect remediation placeholder fields against source DOCX and close leak with reviewed decision pack.
BM-163,BM-163__61941122b9e4,Giấy triệu tập,12,3,9,REMEDIATION_LEAK,HIGH,false,1,1,1,0,0,0,4,4,1,0,Inspect remediation placeholder fields against source DOCX and close leak with reviewed decision pack.
BM-164,BM-164__04fa37dd8384,"BB giao nhận Cáo trạng, QĐ truy tố theo thủ tục rút gọn, QĐ tạm đình chỉ vụ án, đình chỉ vụ án",7,6,1,SOURCE_POLICY,MEDIUM,false,0,0,0,0,0,0,1,0,0,6,Decide source kind and readonly/required policy; recompile and verify source-kind parity.
BM-165,BM-165__d391dc4d1ffb,Thông báo về việc vụ án có bị can bị tạm giam,2,1,1,SOURCE_POLICY,MEDIUM,false,0,0,0,0,0,0,1,0,0,1,Decide source kind and readonly/required policy; recompile and verify source-kind parity.
BM-166,BM-166__d0762a0ffb28,QĐ trả hồ sơ vụ án để điều tra lại,3,0,3,PATH_DOMAIN_BINDING,HIGH,false,0,0,0,0,2,1,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-167,BM-167__70817b325370,"Thông báo về việc trả hồ sơ, ban hành cáo trạng",0,0,0,VERIFY_ONLY,LOW,false,0,0,0,0,0,0,0,0,0,0,"Keep in verification-only track: contract validate, compile sync, DB sync, and render smoke."
BM-168,BM-168__3369df5870b2,"BB giao nhận hồ sơ vụ án, vụ việc",0,0,0,VERIFY_ONLY,LOW,false,0,0,0,0,0,0,0,0,0,0,"Keep in verification-only track: contract validate, compile sync, DB sync, and render smoke."
BM-169,BM-169__b737aefc0c16,QĐ xử lý vật chứng,3,0,3,PATH_DOMAIN_BINDING,HIGH,false,0,0,0,0,2,1,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-170,BM-170__c8f50b0e9f5b,QĐ huỷ bỏ QĐ xử lý vật chứng,3,0,3,PATH_DOMAIN_BINDING,HIGH,false,0,0,0,0,2,1,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-171,BM-171__46b9a8be4e01,QĐ trả lại tài sản,2,0,2,PATH_DOMAIN_BINDING,HIGH,false,0,0,0,0,1,1,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-172,BM-172__e3a3eb687d2f,QĐ huỷ bỏ QĐ trả lại tài sản,5,0,5,PATH_DOMAIN_BINDING,HIGH,false,0,0,0,0,4,1,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-173,BM-173__2e06ac25958d,QĐ chuyển vật chứng,3,0,3,PATH_DOMAIN_BINDING,HIGH,false,0,0,0,0,2,1,0,0,0,0,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-174,BM-174__f8e45c638bb6,Yêu cầu áp dụng biện pháp điều tra tố tụng đặc biệt,14,10,4,SOURCE_POLICY,MEDIUM,false,0,0,0,0,0,0,4,0,0,10,Decide source kind and readonly/required policy; recompile and verify source-kind parity.
BM-175,BM-175__6d3f2b46283d,QĐ phê chuẩn QĐ áp dụng biện pháp điều tra tố tụng đặc biệt,4,2,2,SOURCE_POLICY,MEDIUM,false,0,0,0,0,0,0,2,0,0,2,Decide source kind and readonly/required policy; recompile and verify source-kind parity.
BM-176,BM-176__8f1b057e17a7,QĐ không phê chuẩn QĐ áp dụng biện pháp điều tra tố tụng đặc biệt,8,6,2,SOURCE_POLICY,MEDIUM,false,0,0,0,0,0,0,2,0,0,6,Decide source kind and readonly/required policy; recompile and verify source-kind parity.
BM-177,BM-177__05be0ed97398,QĐ gia hạn thời hạn áp dụng biện pháp điều tra tố tụng đặc biệt,2,1,1,SOURCE_POLICY,MEDIUM,false,0,0,0,0,0,0,1,0,0,1,Decide source kind and readonly/required policy; recompile and verify source-kind parity.
BM-178,BM-178__7f2719dcacc7,QĐ huỷ bỏ QĐ áp dụng biện pháp điều tra tố tụng đặc biệt,5,3,2,SOURCE_POLICY,MEDIUM,false,0,0,0,0,0,0,2,0,0,3,Decide source kind and readonly/required policy; recompile and verify source-kind parity.
BM-179,BM-179__186c49575a2e,QĐ áp dụng biện pháp chữa bệnh,10,8,2,SOURCE_POLICY,MEDIUM,false,0,0,0,0,0,0,2,0,0,8,Decide source kind and readonly/required policy; recompile and verify source-kind parity.
BM-180,BM-180__d608f62a685a,QĐ đình chỉ thi hành biện pháp bắt buộc chữa bệnh,12,10,2,PATH_DOMAIN_BINDING,HIGH,false,0,0,1,0,0,0,2,0,0,9,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-181,BM-181__ec1d8701fc13,QĐ áp dụng thủ tục rút gọn,4,2,2,SOURCE_POLICY,MEDIUM,false,0,0,0,0,0,0,2,0,0,2,Decide source kind and readonly/required policy; recompile and verify source-kind parity.
BM-182,BM-182__95dc6d1f57ab,QĐ huỷ bỏ QĐ áp dụng thủ tục rút gọn 1,4,2,2,SOURCE_POLICY,MEDIUM,false,0,0,0,0,0,0,2,0,0,2,Decide source kind and readonly/required policy; recompile and verify source-kind parity.
BM-183,BM-183__294fc847169f,QĐ truy tố theo thủ tục rút gọn,11,9,2,PATH_DOMAIN_BINDING,HIGH,false,0,0,1,0,0,0,2,0,0,8,"Compare rawPattern, canonical path, renderBinding, visible DOCX context, and rendered value per field."
BM-184,BM-184__fb1c01087fa5,Đề nghị áp dụng biện pháp bảo vệ,14,11,3,SOURCE_POLICY,MEDIUM,false,0,0,0,0,0,0,3,0,0,11,Decide source kind and readonly/required policy; recompile and verify source-kind parity.
BM-185,BM-185__69c976088827,Yêu cầu lập Báo cáo điều tra xã hội bổ sung,7,5,2,SOURCE_POLICY,MEDIUM,false,0,0,0,0,0,0,2,0,0,5,Decide source kind and readonly/required policy; recompile and verify source-kind parity.
BM-186,BM-186__84cb2023273b,Thông báo áp dụng thủ tục xử lý chuyển hướng,20,18,2,SOURCE_POLICY,HIGH,false,0,0,0,0,0,0,2,0,0,18,Decide source kind and readonly/required policy; recompile and verify source-kind parity.
BM-187,BM-187__e47644149068,Yêu cầu NLCTXH xây dựng kế hoạch XLCH hoặc kế hoạch XLCH bổ sung,16,14,2,SOURCE_POLICY,MEDIUM,false,0,0,0,0,0,0,2,0,0,14,Decide source kind and readonly/required policy; recompile and verify source-kind parity.
BM-188,BM-188__cb14348d184c,Đề nghị Tòa án giải quyết vấn đề bồi thường thiệt hại,18,16,2,SOURCE_POLICY,MEDIUM,false,0,0,0,0,0,0,2,0,0,16,Decide source kind and readonly/required policy; recompile and verify source-kind parity.
BM-189,BM-189__70da8df0a0da,Yêu cầu CQĐT đề nghị TA xem xét áp dụng biện pháp giáo dục tại trường giáo dưỡng,16,15,1,SOURCE_POLICY,MEDIUM,false,0,0,0,0,0,0,1,0,0,15,Decide source kind and readonly/required policy; recompile and verify source-kind parity.
BM-190,BM-190__36fb96ee1a73,"Đề nghị Tòa án xem xét, quyết định áp dụng biện pháp giáo dục tại trường giáo dưỡng",19,17,2,SOURCE_POLICY,MEDIUM,false,0,0,0,0,0,0,2,0,0,17,Decide source kind and readonly/required policy; recompile and verify source-kind parity.
BM-191,BM-191__11335dc18806,Quyết định áp dụng biện pháp xử lý chuyển hướng tại cộng đồng,18,16,2,SOURCE_POLICY,MEDIUM,false,0,0,0,0,0,0,2,0,0,16,Decide source kind and readonly/required policy; recompile and verify source-kind parity.
BM-192,BM-192__42db503bed2a,Quyết định không áp dụng biện pháp xử lý chuyển hướng tại cộng đồng,17,15,2,SOURCE_POLICY,MEDIUM,false,0,0,0,0,0,0,2,0,0,15,Decide source kind and readonly/required policy; recompile and verify source-kind parity.
BM-193,BM-193__e24862458ecb,Quyết định thay đổi biện pháp xử lý chuyển hướng tại cộng đồng,16,14,2,SOURCE_POLICY,MEDIUM,false,0,0,0,0,0,0,2,0,0,14,Decide source kind and readonly/required policy; recompile and verify source-kind parity.
BM-194,BM-194__946009a4f0e0,Quyết định hủy bỏ quyết định áp dụng biện pháp xử lý chuyển hướng,4,2,2,SOURCE_POLICY,MEDIUM,false,0,0,0,0,0,0,2,0,0,2,Decide source kind and readonly/required policy; recompile and verify source-kind parity.
BM-195,BM-195__0b409423eb38,Quyết định hủy bỏ quyết định không áp dụng biện pháp xử lý chuyển hướng,4,2,2,SOURCE_POLICY,MEDIUM,false,0,0,0,0,0,0,2,0,0,2,Decide source kind and readonly/required policy; recompile and verify source-kind parity.
BM-196,BM-196__0c6aec084a26,"Quyết định mở phiên họp xem xét, áp dụng biện pháp xử lý chuyển hướng tại cộng đồng - Copy",20,18,2,SOURCE_POLICY,HIGH,false,0,0,0,0,0,0,2,0,0,18,Decide source kind and readonly/required policy; recompile and verify source-kind parity.
BM-197,BM-197__37dda9913570,"BB phiên họp xem xét, quyết định áp dụng BPXLCH tại cộng đồng",13,11,2,SOURCE_POLICY,MEDIUM,false,0,0,0,0,0,0,2,0,0,11,Decide source kind and readonly/required policy; recompile and verify source-kind parity.
BM-198,BM-198__269efb9590af,"Quyết định hoãn phiên họp xem xét, quyết định áp dụng BPXLCH tại cộng đồng - Copy - Copy",4,2,2,SOURCE_POLICY,MEDIUM,false,0,0,0,0,0,0,2,0,0,2,Decide source kind and readonly/required policy; recompile and verify source-kind parity.
BM-199,BM-199__e4724bd967ad,Kiến nghị về quyết định áp dụng BPXLCH của Tòa án - Copy,19,17,2,SOURCE_POLICY,MEDIUM,false,0,0,0,0,0,0,2,0,0,17,Decide source kind and readonly/required policy; recompile and verify source-kind parity.
BM-200,BM-200__d340f628394e,"Thông báo tiếp nhận khiếu nại, kiến nghị cân nhắc tính cần thiết",2,1,1,SOURCE_POLICY,MEDIUM,false,0,0,0,0,0,0,1,0,0,1,Decide source kind and readonly/required policy; recompile and verify source-kind parity.
BM-201,BM-201__2d0aab05928d,"Quyết định giải quyết khiếu nại, kiến nghị",17,15,2,SOURCE_POLICY,MEDIUM,false,0,0,0,0,0,0,2,0,0,15,Decide source kind and readonly/required policy; recompile and verify source-kind parity.
BM-202,BM-202__0c74f6ae9727,"Quyết định đình chỉ việc giải quyết khiếu nại, kiến nghị",5,3,2,SOURCE_POLICY,MEDIUM,false,0,0,0,0,0,0,2,0,0,3,Decide source kind and readonly/required policy; recompile and verify source-kind parity.
BM-203,BM-203__7572e687ae0f,Thông báo về hoạt động tố tụng,21,19,2,SOURCE_POLICY,HIGH,false,0,0,0,0,0,0,2,0,0,19,Decide source kind and readonly/required policy; recompile and verify source-kind parity.
BM-204,BM-204__f334b93daabe,"QĐ việc tham gia tố tụng của người đại diện, tổ chức",11,9,2,SOURCE_POLICY,MEDIUM,false,0,0,0,0,0,0,2,0,0,9,Decide source kind and readonly/required policy; recompile and verify source-kind parity.
BM-205,BM-205__e6427663d551,Thông báo áp dụng biện pháp ngăn chặn đối với NCTN,15,14,1,SOURCE_POLICY,MEDIUM,false,0,0,0,0,0,0,1,0,0,14,Decide source kind and readonly/required policy; recompile and verify source-kind parity.
BM-206,BM-206__83dd8f078d92,Quyết định áp dụng biện pháp giám sát điện tử đối với NCTN - Copy,13,13,0,EVIDENCE_REVIEW,MEDIUM,false,0,0,0,0,0,0,0,0,0,13,Strengthen evidence for auto-locked fields or downgrade to manual review.
BM-207,BM-207__34a77bfcbd63,Quyết định phê chuẩn quyết định áp dụng biện pháp giám sát điện tử đối với NCTN,14,13,1,SOURCE_POLICY,MEDIUM,false,0,0,0,0,0,0,1,0,0,13,Decide source kind and readonly/required policy; recompile and verify source-kind parity.
BM-208,BM-208__93ee4a40d673,Quyết định không phê chuẩn quyết định áp dụng biện pháp giám sát điện tử đối với NCTN,14,13,1,SOURCE_POLICY,MEDIUM,false,0,0,0,0,0,0,1,0,0,13,Decide source kind and readonly/required policy; recompile and verify source-kind parity.
BM-209,BM-209__2547ef797798,Quyết định áp dụng biện pháp giám sát bởi người đại diện,13,12,1,SOURCE_POLICY,MEDIUM,false,0,0,0,0,0,0,1,0,0,12,Decide source kind and readonly/required policy; recompile and verify source-kind parity.
BM-210,BM-210__7266a312afb8,Quyết định thay đổi người đại diện,10,10,0,EVIDENCE_REVIEW,MEDIUM,false,0,0,0,0,0,0,0,0,0,10,Strengthen evidence for auto-locked fields or downgrade to manual review.
