BM,Title,Primary lane,Risk,Completion status,Root issues,FAIL,REVIEW,Quality state,Baseline findings,Render status,Next action
BM-124,Biên bản thực nghiệm điều tra,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-125,"Thông báo về việc không chấp nhận đề nghị trưng cầu giám định, định giá tài sản",VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-126,QĐ trưng cầu giám định,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-127,Yêu cầu định giá tài sản,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-128,"Thông báo nội dung kết luận giám định, định giá tài sản",VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-129,QĐ trưng cầu giám định bổ sung,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-130,QĐ trưng cầu giám định lại,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-131,Yêu cầu định giá lại tài sản,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-132,QĐ định giá lại tài sản trong trường hợp đặc biệt,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-133,QĐ giám định lại trong trường hợp đặc biệt,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-134,BB ghi lời khai,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-135,BB hỏi cung bị can,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-136,BB đối chất,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-137,Biên bản xác minh-làm việc,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-138,"Yêu cầu cung cấp tài liệu liên quan đến hành vi, QĐ tố tụng có vi phạm pháp luật trong điều tra",VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-139,"Kiến nghị khắc phục vi phạm trong hoạt động khởi tố, điều tra",VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-140,Kiến nghị áp dụng biện pháp phòng ngừa tội phạm và vi phạm pháp luật,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-141,QĐ chuyển vụ án để truy tố,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-142,Quyết định nhập vụ án hình sự trong giai đoạn truy tố,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-143,Quyết định tách vụ án hình sự trong giai đoạn truy tố,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-144,QĐ gia hạn thời hạn QĐ việc truy tố,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-145,QĐ trả hồ sơ vụ án để điều tra bổ sung,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-146,QĐ tạm đình chỉ vụ án,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-147,QĐ huỷ bỏ QĐ tạm đình chỉ vụ án,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-148,QĐ tạm đình chỉ vụ án đối với bị can,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-149,QĐ huỷ bỏ QĐ tạm đình chỉ vụ án đối với bị can,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-150,QĐ đình chỉ vụ án,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-151,QĐ huỷ bỏ QĐ đình chỉ vụ án,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-152,QĐ đình chỉ vụ án đối với bị can,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-153,QĐ huỷ bỏ QĐ đình chỉ vụ án đối với bị can,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-154,QĐ phục hồi vụ án,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-155,QĐ phục hồi vụ án đối với bị can,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-156,Cáo trạng,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-157,Bản kê vật chứng kèm theo Cáo trạng,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-158,Danh sách đề nghị triệu tập đến phiên tòa,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-159,"QĐ phân công VKS cấp dưới THQCT, KS xét xử VAHS",VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-160,Biên bản niêm yết công khai văn bản tố tụng,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-161,Phiếu yêu cầu trích xuất,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-162,Giấy mời,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-163,Giấy triệu tập,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-164,"BB giao nhận Cáo trạng, QĐ truy tố theo thủ tục rút gọn, QĐ tạm đình chỉ vụ án, đình chỉ vụ án",VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-165,Thông báo về việc vụ án có bị can bị tạm giam,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-166,QĐ trả hồ sơ vụ án để điều tra lại,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-167,"Thông báo về việc trả hồ sơ, ban hành cáo trạng",VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,AUTOMATED_REVIEW_PENDING,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-168,"BB giao nhận hồ sơ vụ án, vụ việc",VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-169,QĐ xử lý vật chứng,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-170,QĐ huỷ bỏ QĐ xử lý vật chứng,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-171,QĐ trả lại tài sản,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-172,QĐ huỷ bỏ QĐ trả lại tài sản,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-173,QĐ chuyển vật chứng,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-174,Yêu cầu áp dụng biện pháp điều tra tố tụng đặc biệt,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-175,QĐ phê chuẩn QĐ áp dụng biện pháp điều tra tố tụng đặc biệt,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-176,QĐ không phê chuẩn QĐ áp dụng biện pháp điều tra tố tụng đặc biệt,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-177,QĐ gia hạn thời hạn áp dụng biện pháp điều tra tố tụng đặc biệt,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-178,QĐ huỷ bỏ QĐ áp dụng biện pháp điều tra tố tụng đặc biệt,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-179,QĐ áp dụng biện pháp chữa bệnh,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-180,QĐ đình chỉ thi hành biện pháp bắt buộc chữa bệnh,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-181,QĐ áp dụng thủ tục rút gọn,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-182,QĐ huỷ bỏ QĐ áp dụng thủ tục rút gọn 1,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-183,QĐ truy tố theo thủ tục rút gọn,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-184,Đề nghị áp dụng biện pháp bảo vệ,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-185,Yêu cầu lập Báo cáo điều tra xã hội bổ sung,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-186,Thông báo áp dụng thủ tục xử lý chuyển hướng,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-187,Yêu cầu NLCTXH xây dựng kế hoạch XLCH hoặc kế hoạch XLCH bổ sung,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-188,Đề nghị Tòa án giải quyết vấn đề bồi thường thiệt hại,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-189,Yêu cầu CQĐT đề nghị TA xem xét áp dụng biện pháp giáo dục tại trường giáo dưỡng,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-190,"Đề nghị Tòa án xem xét, quyết định áp dụng biện pháp giáo dục tại trường giáo dưỡng",VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-191,Quyết định áp dụng biện pháp xử lý chuyển hướng tại cộng đồng,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-192,Quyết định không áp dụng biện pháp xử lý chuyển hướng tại cộng đồng,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-193,Quyết định thay đổi biện pháp xử lý chuyển hướng tại cộng đồng,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-194,Quyết định hủy bỏ quyết định áp dụng biện pháp xử lý chuyển hướng,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-195,Quyết định hủy bỏ quyết định không áp dụng biện pháp xử lý chuyển hướng,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-196,"Quyết định mở phiên họp xem xét, áp dụng biện pháp xử lý chuyển hướng tại cộng đồng - Copy",VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-197,"BB phiên họp xem xét, quyết định áp dụng BPXLCH tại cộng đồng",VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-198,"Quyết định hoãn phiên họp xem xét, quyết định áp dụng BPXLCH tại cộng đồng - Copy - Copy",VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-199,Kiến nghị về quyết định áp dụng BPXLCH của Tòa án - Copy,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-200,"Thông báo tiếp nhận khiếu nại, kiến nghị cân nhắc tính cần thiết",VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-201,"Quyết định giải quyết khiếu nại, kiến nghị",VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-202,"Quyết định đình chỉ việc giải quyết khiếu nại, kiến nghị",VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-203,Thông báo về hoạt động tố tụng,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-204,"QĐ việc tham gia tố tụng của người đại diện, tổ chức",VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-205,Thông báo áp dụng biện pháp ngăn chặn đối với NCTN,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-206,Quyết định áp dụng biện pháp giám sát điện tử đối với NCTN - Copy,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-207,Quyết định phê chuẩn quyết định áp dụng biện pháp giám sát điện tử đối với NCTN,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-208,Quyết định không phê chuẩn quyết định áp dụng biện pháp giám sát điện tử đối với NCTN,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-209,Quyết định áp dụng biện pháp giám sát bởi người đại diện,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-210,Quyết định thay đổi người đại diện,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-211,Thông báo về việc thụ lý vụ án,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-212,"Đề nghị tham gia tố tụng để hướng dẫn, hỗ trợ cho người chưa thành niên",VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
BM-213,Yêu cầu áp dụng các biện pháp kỹ thuật để bảo vệ NCTN,VERIFY_ONLY,LOW,READY_FOR_FINAL_REVIEW,0,0,0,VERIFIED,,PASS,"Keep under final verification: validate, compile, render, publish, and DB sync."
