templateCode,fieldKey,fieldLabel,required,dataSourceKind,classification,isSystemKind,reason
BM-128,"document.ngayBan","Ngày ban hành",false,MANUAL,SAFE_DOCUMENT_DATE_PART,false,"Label ""Ngày ban hành"" matches safe document date-part pattern"
BM-129,"document.ngayBan","Ngày ban hành",false,MANUAL,SAFE_DOCUMENT_DATE_PART,false,"Label ""Ngày ban hành"" matches safe document date-part pattern"
BM-130,"document.ngayBan","Ngày ban hành",false,MANUAL,SAFE_DOCUMENT_DATE_PART,false,"Label ""Ngày ban hành"" matches safe document date-part pattern"
BM-131,"document.ngayBan","Ngày ban hành",false,MANUAL,SAFE_DOCUMENT_DATE_PART,false,"Label ""Ngày ban hành"" matches safe document date-part pattern"
BM-133,"document.ngayBan","Ngày ban hành",false,MANUAL,SAFE_DOCUMENT_DATE_PART,false,"Label ""Ngày ban hành"" matches safe document date-part pattern"
BM-134,"document.ngayBan","Ngày ban hành",false,MANUAL,SAFE_DOCUMENT_DATE_PART,false,"Label ""Ngày ban hành"" matches safe document date-part pattern"
BM-135,"document.ngayBan","Ngày ban hành",false,MANUAL,SAFE_DOCUMENT_DATE_PART,false,"Label ""Ngày ban hành"" matches safe document date-part pattern"
BM-136,"document.ngayBan","Ngày ban hành",false,MANUAL,SAFE_DOCUMENT_DATE_PART,false,"Label ""Ngày ban hành"" matches safe document date-part pattern"
BM-137,"document.ngayLap","Ngày lập",false,MANUAL,REVIEW_REQUIRED,false,"Label ""Ngày lập"" contains ""ngày"" but not classified safe/never — requires review"
BM-138,"document.ngayBan","Ngày ban hành",false,MANUAL,SAFE_DOCUMENT_DATE_PART,false,"Label ""Ngày ban hành"" matches safe document date-part pattern"
BM-139,"document.issueDate","Ngày ban hành",false,MANUAL,SAFE_DOCUMENT_PLACE_DATE,false,"Path ""document.issueDate"" starts with safe document path prefix"
BM-140,"document.ngayBan","Ngày ban hành",false,MANUAL,SAFE_DOCUMENT_DATE_PART,false,"Label ""Ngày ban hành"" matches safe document date-part pattern"
BM-141,"document.issuePlaceAndDateLine","Địa danh, ngày ban hành",true,SYSTEM,SAFE_DOCUMENT_PLACE_DATE,true,"Path ""document.issuePlaceAndDateLine"" starts with safe document path prefix"
BM-142,"document.ngayBan","Ngày ban hành",false,MANUAL,SAFE_DOCUMENT_DATE_PART,false,"Label ""Ngày ban hành"" matches safe document date-part pattern"
BM-144,"document.issuePlaceAndDateLine","Địa danh, ngày ban hành",true,SYSTEM,SAFE_DOCUMENT_PLACE_DATE,true,"Path ""document.issuePlaceAndDateLine"" starts with safe document path prefix"
BM-145,"document.issuePlaceAndDateLine","Địa danh, ngày ban hành",true,SYSTEM,SAFE_DOCUMENT_PLACE_DATE,true,"Path ""document.issuePlaceAndDateLine"" starts with safe document path prefix"
BM-146,"document.issuePlaceAndDateLine","Địa danh, ngày ban hành",true,SYSTEM,SAFE_DOCUMENT_PLACE_DATE,true,"Path ""document.issuePlaceAndDateLine"" starts with safe document path prefix"
BM-147,"document.ngayBan","Ngày ban hành",false,MANUAL,SAFE_DOCUMENT_DATE_PART,false,"Label ""Ngày ban hành"" matches safe document date-part pattern"
BM-148,"document.issuePlaceAndDateLine","Địa danh, ngày ban hành",true,SYSTEM,SAFE_DOCUMENT_PLACE_DATE,true,"Path ""document.issuePlaceAndDateLine"" starts with safe document path prefix"
BM-148,"person.birthDateLine","Sinh ngày",true,SYSTEM,NEVER_AUTO,true,"Label ""Sinh ngày"" matches NEVER_AUTO pattern (birth/incident/detention date)"
BM-149,"document.ngayBan","Ngày ban hành",false,MANUAL,SAFE_DOCUMENT_DATE_PART,false,"Label ""Ngày ban hành"" matches safe document date-part pattern"
BM-150,"document.issuePlaceAndDateLine","Địa danh, ngày ban hành",true,SYSTEM,SAFE_DOCUMENT_PLACE_DATE,true,"Path ""document.issuePlaceAndDateLine"" starts with safe document path prefix"
BM-152,"document.ngayBan","Ngày ban hành",false,MANUAL,SAFE_DOCUMENT_DATE_PART,false,"Label ""Ngày ban hành"" matches safe document date-part pattern"
BM-153,"document.ngayBan","Ngày ban hành",false,MANUAL,SAFE_DOCUMENT_DATE_PART,false,"Label ""Ngày ban hành"" matches safe document date-part pattern"
BM-154,"document.ngayBan","Ngày ban hành",false,MANUAL,SAFE_DOCUMENT_DATE_PART,false,"Label ""Ngày ban hành"" matches safe document date-part pattern"
BM-155,"document.ngayBan","Ngày ban hành",false,MANUAL,SAFE_DOCUMENT_DATE_PART,false,"Label ""Ngày ban hành"" matches safe document date-part pattern"
BM-155,"document.ngayQd","Ngày quyết định",false,MANUAL,REVIEW_REQUIRED,false,"Label ""Ngày quyết định"" ambiguous — requires manual review"
BM-156,"document.issuePlaceAndDateLine","Địa danh, ngày ban hành",true,SYSTEM,SAFE_DOCUMENT_PLACE_DATE,true,"Path ""document.issuePlaceAndDateLine"" starts with safe document path prefix"
BM-159,"document.issuePlaceAndDateLine","Địa danh, ngày ban hành",true,SYSTEM,SAFE_DOCUMENT_PLACE_DATE,true,"Path ""document.issuePlaceAndDateLine"" starts with safe document path prefix"
BM-161,"document.ngayBan","Ngày ban hành",false,MANUAL,SAFE_DOCUMENT_DATE_PART,false,"Label ""Ngày ban hành"" matches safe document date-part pattern"
BM-161,"document.ngaySinh","Ngày sinh",false,MANUAL,NEVER_AUTO,false,"Label ""Ngày sinh"" matches NEVER_AUTO pattern (birth/incident/detention date)"
BM-162,"document.issueDate","Ngày ban hành",false,MANUAL,SAFE_DOCUMENT_PLACE_DATE,false,"Path ""document.issueDate"" starts with safe document path prefix"
BM-162,"person.dateOfBirth","Ngày sinh",false,MANUAL,NEVER_AUTO,false,"Label ""Ngày sinh"" matches NEVER_AUTO pattern (birth/incident/detention date)"
BM-163,"case.caseNumber","Số vụ án",false,MANUAL,NEVER_AUTO,false,"Path ""case.caseNumber"" starts with NEVER_AUTO path prefix"
BM-163,"document.issueDate","Ngày ban hành",false,MANUAL,SAFE_DOCUMENT_PLACE_DATE,false,"Path ""document.issueDate"" starts with safe document path prefix"
BM-163,"person.dateOfBirth","Ngày sinh",false,MANUAL,NEVER_AUTO,false,"Label ""Ngày sinh"" matches NEVER_AUTO pattern (birth/incident/detention date)"
BM-166,"document.issuePlaceAndDateLine","Địa danh, ngày ban hành",true,SYSTEM,SAFE_DOCUMENT_PLACE_DATE,true,"Path ""document.issuePlaceAndDateLine"" starts with safe document path prefix"
BM-169,"document.issuePlaceAndDateLine","Địa danh, ngày ban hành",true,SYSTEM,SAFE_DOCUMENT_PLACE_DATE,true,"Path ""document.issuePlaceAndDateLine"" starts with safe document path prefix"
BM-170,"document.issuePlaceAndDateLine","Địa danh, ngày ban hành",true,SYSTEM,SAFE_DOCUMENT_PLACE_DATE,true,"Path ""document.issuePlaceAndDateLine"" starts with safe document path prefix"
BM-171,"assetOwner.dateOfBirthText","Sinh ngày",true,SYSTEM,NEVER_AUTO,true,"Label ""Sinh ngày"" matches NEVER_AUTO pattern (birth/incident/detention date)"
BM-171,"document.issuePlaceAndDateLine","Địa danh, ngày ban hành",true,SYSTEM,SAFE_DOCUMENT_PLACE_DATE,true,"Path ""document.issuePlaceAndDateLine"" starts with safe document path prefix"
BM-172,"document.issuePlaceAndDateLine","Địa danh, ngày ban hành",true,SYSTEM,SAFE_DOCUMENT_PLACE_DATE,true,"Path ""document.issuePlaceAndDateLine"" starts with safe document path prefix"
BM-172,"propertyRecipient.birthDateLine","Sinh ngày",true,SYSTEM,NEVER_AUTO,true,"Label ""Sinh ngày"" matches NEVER_AUTO pattern (birth/incident/detention date)"
BM-173,"document.issuePlaceAndDateLine","Địa danh, ngày ban hành",true,SYSTEM,SAFE_DOCUMENT_PLACE_DATE,true,"Path ""document.issuePlaceAndDateLine"" starts with safe document path prefix"
BM-174,"document.issueDate","Ngày ban hành",false,MANUAL,SAFE_DOCUMENT_PLACE_DATE,false,"Path ""document.issueDate"" starts with safe document path prefix"
BM-174,"document.issuePlace","Nơi ban hành",false,MANUAL,SAFE_DOCUMENT_PLACE_DATE,false,"Path ""document.issuePlace"" starts with safe document path prefix"
BM-174,"person.dateOfBirth","Ngày sinh",false,MANUAL,NEVER_AUTO,false,"Label ""Ngày sinh"" matches NEVER_AUTO pattern (birth/incident/detention date)"
BM-175,"document.issueDate","Ngày ban hành",false,MANUAL,SAFE_DOCUMENT_PLACE_DATE,false,"Path ""document.issueDate"" starts with safe document path prefix"
BM-176,"document.issueDate","Ngày ban hành",false,MANUAL,SAFE_DOCUMENT_PLACE_DATE,false,"Path ""document.issueDate"" starts with safe document path prefix"
BM-178,"document.issueDate","Ngày ban hành",false,MANUAL,SAFE_DOCUMENT_PLACE_DATE,false,"Path ""document.issueDate"" starts with safe document path prefix"
BM-178,"document.issuePlace","Nơi ban hành",false,MANUAL,SAFE_DOCUMENT_PLACE_DATE,false,"Path ""document.issuePlace"" starts with safe document path prefix"
BM-179,"document.issueDate","Ngày ban hành",false,MANUAL,SAFE_DOCUMENT_PLACE_DATE,false,"Path ""document.issueDate"" starts with safe document path prefix"
BM-179,"document.issuePlace","Nơi ban hành",false,MANUAL,SAFE_DOCUMENT_PLACE_DATE,false,"Path ""document.issuePlace"" starts with safe document path prefix"
BM-179,"person.dateOfBirth","Ngày sinh",false,MANUAL,NEVER_AUTO,false,"Label ""Ngày sinh"" matches NEVER_AUTO pattern (birth/incident/detention date)"
BM-180,"document.issueDate","Ngày ban hành",false,MANUAL,SAFE_DOCUMENT_PLACE_DATE,false,"Path ""document.issueDate"" starts with safe document path prefix"
BM-180,"document.issuePlace","Nơi ban hành",false,MANUAL,SAFE_DOCUMENT_PLACE_DATE,false,"Path ""document.issuePlace"" starts with safe document path prefix"
BM-181,"document.issueDate","Ngày ban hành",false,MANUAL,SAFE_DOCUMENT_PLACE_DATE,false,"Path ""document.issueDate"" starts with safe document path prefix"
BM-182,"document.issueDate","Ngày ban hành",false,MANUAL,SAFE_DOCUMENT_PLACE_DATE,false,"Path ""document.issueDate"" starts with safe document path prefix"
BM-183,"document.issueDate","Ngày ban hành",false,MANUAL,SAFE_DOCUMENT_PLACE_DATE,false,"Path ""document.issueDate"" starts with safe document path prefix"
BM-183,"person.dateOfBirth","Ngày sinh",false,MANUAL,NEVER_AUTO,false,"Label ""Ngày sinh"" matches NEVER_AUTO pattern (birth/incident/detention date)"
BM-184,"document.issueDate","Ngày ban hành",false,MANUAL,SAFE_DOCUMENT_PLACE_DATE,false,"Path ""document.issueDate"" starts with safe document path prefix"
BM-184,"document.issuePlace","Nơi ban hành",false,MANUAL,SAFE_DOCUMENT_PLACE_DATE,false,"Path ""document.issuePlace"" starts with safe document path prefix"
BM-184,"person.dateOfBirth","Ngày sinh",false,MANUAL,NEVER_AUTO,false,"Label ""Ngày sinh"" matches NEVER_AUTO pattern (birth/incident/detention date)"
BM-185,"document.issueDate","Ngày ban hành",false,MANUAL,SAFE_DOCUMENT_PLACE_DATE,false,"Path ""document.issueDate"" starts with safe document path prefix"
BM-185,"person.dateOfBirth","Ngày sinh",false,MANUAL,NEVER_AUTO,false,"Label ""Ngày sinh"" matches NEVER_AUTO pattern (birth/incident/detention date)"
BM-186,"document.issueDate","Ngày ban hành",false,MANUAL,SAFE_DOCUMENT_PLACE_DATE,false,"Path ""document.issueDate"" starts with safe document path prefix"
BM-186,"document.issuePlace","Nơi ban hành",false,MANUAL,SAFE_DOCUMENT_PLACE_DATE,false,"Path ""document.issuePlace"" starts with safe document path prefix"
BM-187,"document.issueDate","Ngày ban hành",false,MANUAL,SAFE_DOCUMENT_PLACE_DATE,false,"Path ""document.issueDate"" starts with safe document path prefix"
BM-188,"document.issueDate","Ngày ban hành",false,MANUAL,SAFE_DOCUMENT_PLACE_DATE,false,"Path ""document.issueDate"" starts with safe document path prefix"
BM-190,"document.issueDate","Ngày ban hành",false,MANUAL,SAFE_DOCUMENT_PLACE_DATE,false,"Path ""document.issueDate"" starts with safe document path prefix"
BM-190,"document.issuePlace","Nơi ban hành",false,MANUAL,SAFE_DOCUMENT_PLACE_DATE,false,"Path ""document.issuePlace"" starts with safe document path prefix"
BM-191,"document.issueDate","Ngày ban hành",false,MANUAL,SAFE_DOCUMENT_PLACE_DATE,false,"Path ""document.issueDate"" starts with safe document path prefix"
BM-191,"document.issuePlace","Nơi ban hành",false,MANUAL,SAFE_DOCUMENT_PLACE_DATE,false,"Path ""document.issuePlace"" starts with safe document path prefix"
BM-192,"document.issueDate","Ngày ban hành",false,MANUAL,SAFE_DOCUMENT_PLACE_DATE,false,"Path ""document.issueDate"" starts with safe document path prefix"
BM-192,"document.issuePlace","Nơi ban hành",false,MANUAL,SAFE_DOCUMENT_PLACE_DATE,false,"Path ""document.issuePlace"" starts with safe document path prefix"
BM-193,"document.issueDate","Ngày ban hành",false,MANUAL,SAFE_DOCUMENT_PLACE_DATE,false,"Path ""document.issueDate"" starts with safe document path prefix"
BM-194,"document.issueDate","Ngày ban hành",false,MANUAL,SAFE_DOCUMENT_PLACE_DATE,false,"Path ""document.issueDate"" starts with safe document path prefix"
BM-195,"document.issueDate","Ngày ban hành",false,MANUAL,SAFE_DOCUMENT_PLACE_DATE,false,"Path ""document.issueDate"" starts with safe document path prefix"
BM-196,"document.issueDate","Ngày ban hành",false,MANUAL,SAFE_DOCUMENT_PLACE_DATE,false,"Path ""document.issueDate"" starts with safe document path prefix"
BM-196,"document.issuePlace","Nơi ban hành",false,MANUAL,SAFE_DOCUMENT_PLACE_DATE,false,"Path ""document.issuePlace"" starts with safe document path prefix"
BM-197,"document.issueDate","Ngày ban hành",false,MANUAL,SAFE_DOCUMENT_PLACE_DATE,false,"Path ""document.issueDate"" starts with safe document path prefix"
BM-197,"document.issuePlace","Nơi ban hành",false,MANUAL,SAFE_DOCUMENT_PLACE_DATE,false,"Path ""document.issuePlace"" starts with safe document path prefix"
BM-198,"document.issueDate","Ngày ban hành",false,MANUAL,SAFE_DOCUMENT_PLACE_DATE,false,"Path ""document.issueDate"" starts with safe document path prefix"
BM-199,"document.issueDate","Ngày ban hành",false,MANUAL,SAFE_DOCUMENT_PLACE_DATE,false,"Path ""document.issueDate"" starts with safe document path prefix"
BM-199,"document.issuePlace","Nơi ban hành",false,MANUAL,SAFE_DOCUMENT_PLACE_DATE,false,"Path ""document.issuePlace"" starts with safe document path prefix"
BM-201,"document.issueDate","Ngày ban hành",false,MANUAL,SAFE_DOCUMENT_PLACE_DATE,false,"Path ""document.issueDate"" starts with safe document path prefix"
BM-202,"document.issueDate","Ngày ban hành",false,MANUAL,SAFE_DOCUMENT_PLACE_DATE,false,"Path ""document.issueDate"" starts with safe document path prefix"
BM-203,"case.caseNumber","Số vụ án",false,MANUAL,NEVER_AUTO,false,"Path ""case.caseNumber"" starts with NEVER_AUTO path prefix"
BM-203,"case.caseNumber2","Số vụ án (dòng 2)",false,MANUAL,NEVER_AUTO,false,"Path ""case.caseNumber2"" starts with NEVER_AUTO path prefix"
BM-203,"document.issueDate","Ngày ban hành",false,MANUAL,SAFE_DOCUMENT_PLACE_DATE,false,"Path ""document.issueDate"" starts with safe document path prefix"
BM-203,"document.issuePlace","Nơi ban hành",false,MANUAL,SAFE_DOCUMENT_PLACE_DATE,false,"Path ""document.issuePlace"" starts with safe document path prefix"
BM-204,"case.caseNumber","Số vụ án",false,MANUAL,NEVER_AUTO,false,"Path ""case.caseNumber"" starts with NEVER_AUTO path prefix"
BM-204,"document.issueDate","Ngày ban hành",false,MANUAL,SAFE_DOCUMENT_PLACE_DATE,false,"Path ""document.issueDate"" starts with safe document path prefix"
BM-211,"case.caseNumber","Số vụ án",false,MANUAL,NEVER_AUTO,false,"Path ""case.caseNumber"" starts with NEVER_AUTO path prefix"
BM-211,"case.caseNumber2","Số vụ án (dòng 2)",false,MANUAL,NEVER_AUTO,false,"Path ""case.caseNumber2"" starts with NEVER_AUTO path prefix"
BM-211,"document.issueDate","Ngày ban hành",false,MANUAL,SAFE_DOCUMENT_PLACE_DATE,false,"Path ""document.issueDate"" starts with safe document path prefix"
BM-212,"document.issueDate","Ngày ban hành",false,MANUAL,SAFE_DOCUMENT_PLACE_DATE,false,"Path ""document.issueDate"" starts with safe document path prefix"
BM-213,"document.issuePlaceAndDateLine","Địa danh, ngày ban hành",true,COMPUTED,SAFE_DOCUMENT_PLACE_DATE,false,"Path ""document.issuePlaceAndDateLine"" starts with safe document path prefix"
BM-213,"person.dateOfBirthText","Ngày sinh",true,COMPUTED,NEVER_AUTO,false,"Label ""Ngày sinh"" matches NEVER_AUTO pattern (birth/incident/detention date)"
BM-213,"person.identityIssueLine","Ngày cấp và nơi cấp giấy tờ",false,COMPUTED,NEVER_AUTO,false,"Label ""Ngày cấp và nơi cấp giấy tờ"" matches NEVER_AUTO pattern (birth/incident/detention date)"
